nome_original;nome_novo;tipo;numero;orgao;cnpj;data;valor_principal;procedencia;estagio;score;confianca;caminho_original;caminho_novo;erro
faturas_em_aberto SEDUC.pdf;CONTRATO_SEDUC_2019-12-31_ac0391.pdf;CONTRATO;;SEDUC;;2019-12-31;;P1-DOC;nativo;1.0;0.65;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\faturas_em_aberto SEDUC.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2019-12-31_ac0391.pdf;
faturas_em_aberto SEDUC__9cf3bb32aa.pdf;CONTRATO_SEDUC_2015-04-01_a6a185.pdf;CONTRATO;;SEDUC;;2015-04-01;;P1-DOC;nativo;1.0;0.65;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\faturas_em_aberto SEDUC__9cf3bb32aa.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2015-04-01_a6a185.pdf;
faturas_em_aberto SEJEL.pdf;CONTRATO_2015-11-17_a22774.pdf;CONTRATO;;;;2015-11-17;;P1-DOC;nativo;1.0;0.5;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\faturas_em_aberto SEJEL.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_2015-11-17_a22774.pdf;
faturas_em_aberto.pdf;CONTRATO_SEDUC_2021-05-31_e5985a.pdf;CONTRATO;;SEDUC;;2021-05-31;;P1-DOC;nativo;1.0;0.65;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\faturas_em_aberto.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2021-05-31_e5985a.pdf;
faturas_em_aberto__859468f6fa.pdf;CONTRATO_SEDUC_2023-01-01_10d5e7.pdf;CONTRATO;;SEDUC;01020110202326;2023-01-01;;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\faturas_em_aberto__859468f6fa.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2023-01-01_10d5e7.pdf;
PRESI 211 - SEDUC - siged 01.05.016503.005461-2025-09.pdf;OUTRO_SEDUC_c85407.pdf;OUTRO;;SEDUC;03005461202509;;48991760.36;P1-DOC;nativo;1.0;0.3;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\PRESI 211 - SEDUC - siged 01.05.016503.005461-2025-09.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\OUTRO_SEDUC_c85407.pdf;
Protocolo-01.05.016503.004747_2025-77.pdf;CONTRATO_SEDUC_2025-11-13_4aaf92.pdf;CONTRATO;;SEDUC;03004747202577;2025-11-13;;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\Protocolo-01.05.016503.004747_2025-77.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2025-11-13_4aaf92.pdf;
Resposta SEDUC SPW 1003.pdf;OFICIO_3162020_SEDUC_2019-01-18_ffbf1c.pdf;OFICIO;316/2020;SEDUC;04407920000180;2019-01-18;;P2-PARCIAL;ocrmypdf;0.8;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\Resposta SEDUC SPW 1003.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\OFICIO_3162020_SEDUC_2019-01-18_ffbf1c.pdf;
SEDUC - 01.05.016503.005461-2025-09 - atualizado até 26.02.2026.pdf;CONTRATO_SEDUC_2026-01-05_b5385a.pdf;CONTRATO;;SEDUC;03005461202509;2026-01-05;48991760.36;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\SEDUC - 01.05.016503.005461-2025-09 - atualizado até 26.02.2026.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2026-01-05_b5385a.pdf;
SEDUC - Faturas Devidas 2023 a 2025.pdf;CONTRATO_SEDUC_2023-01-01_ce8b90.pdf;CONTRATO;;SEDUC;01026464202384;2023-01-01;;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\SEDUC - Faturas Devidas 2023 a 2025.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2023-01-01_ce8b90.pdf;
SEDUC - Faturas em aberto 2023 a 2025.pdf;CONTRATO_SEDUC_2023-01-01_28221c.pdf;CONTRATO;;SEDUC;01026464202384;2023-01-01;;P1-DOC;nativo;1.0;0.8;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\06_COBRANCAS\SEDUC - Faturas em aberto 2023 a 2025.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\CONTRATO_SEDUC_2023-01-01_28221c.pdf;
12482-2025-40.pdf;TA_1016201_SEDUC_5202-20-40_a3eb22.pdf;TA;101/6201;SEDUC;04407920000180;5202-20-40;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\12482-2025-40.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_1016201_SEDUC_5202-20-40_a3eb22.pdf;
12484-2025-30.pdf;TA_202022_SEDUC_2024-09-24_9e024c.pdf;TA;20/2022;SEDUC;04407920000180;2024-09-24;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\12484-2025-30.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_SEDUC_2024-09-24_9e024c.pdf;
16955-2025-89.pdf;TA_0516203_SEDUC_2025-03-31_139ebd.pdf;TA;051/6203;SEDUC;04407920000180;2025-03-31;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\16955-2025-89.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_0516203_SEDUC_2025-03-31_139ebd.pdf;
16961-2025-36.pdf;TA_1016201_SEDUC_5202-20-71_d1d97d.pdf;TA;101/6201;SEDUC;04407920000180;5202-20-71;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\16961-2025-36.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_1016201_SEDUC_5202-20-71_d1d97d.pdf;
23207-2025-52.pdf;TA_202022_TJAM_2025-04-09_4170a4.pdf;TA;20/2022;TJAM;04407920000180;2025-04-09;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\23207-2025-52.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_TJAM_2025-04-09_4170a4.pdf;
23209-2025-41.pdf;TA_142018_SEDUC_5202-20-31_3220f0.pdf;TA;14/2018;SEDUC;04407920000180;5202-20-31;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\23209-2025-41.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_142018_SEDUC_5202-20-31_3220f0.pdf;
27181-2025-11.pdf;TA_062025_SEDUC_2025-06-02_088255.pdf;TA;06/2025;SEDUC;04407920000180;2025-06-02;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\27181-2025-11.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_062025_SEDUC_2025-06-02_088255.pdf;
30310-2025-59.pdf;TA_202022_SEDUC_2025-01-02_75ceb7.pdf;TA;20/2022;SEDUC;04407920000180;2025-01-02;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\30310-2025-59.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_SEDUC_2025-01-02_75ceb7.pdf;
31008-2025-18.pdf;TA_072025_SEDUC_2025-07-01_698b10.pdf;TA;07/2025;SEDUC;04407920000180;2025-07-01;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\31008-2025-18.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_072025_SEDUC_2025-07-01_698b10.pdf;
31017-2025-09.pdf;TA_202022_SEDUC_2025-03-17_bea7ee.pdf;TA;20/2022;SEDUC;04407920000180;2025-03-17;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\31017-2025-09.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_SEDUC_2025-03-17_bea7ee.pdf;
35635-2025-28.pdf;TA_082025_TJAM_5202-70-30_dca841.pdf;TA;08/2025;TJAM;04407920000180;5202-70-30;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\35635-2025-28.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_082025_TJAM_5202-70-30_dca841.pdf;
36236-2025-84.pdf;TA_082025_TJAM_2025-08-08_9fe95b.pdf;TA;08/2025;TJAM;04407920000180;2025-08-08;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\36236-2025-84.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_082025_TJAM_2025-08-08_9fe95b.pdf;
40458-2025-00.pdf;TA_142018_SEAP_5202-80-10_a66037.pdf;TA;14/2018;SEAP;04407920000180;5202-80-10;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\40458-2025-00.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_142018_SEAP_5202-80-10_a66037.pdf;
42031-2025-38.pdf;TA_202022_TJAM_2025-01-02_431c48.pdf;TA;20/2022;TJAM;04407920000180;2025-01-02;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\42031-2025-38.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_TJAM_2025-01-02_431c48.pdf;
45663-2025-53.pdf;TA_202022_TJAM_2025-09-29_8dfe89.pdf;TA;20/2022;TJAM;04407920000180;2025-09-29;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\45663-2025-53.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_TJAM_2025-09-29_8dfe89.pdf;
45693-2025-60.pdf;TA_1056202_SEDUC_2025-10-17_01ad08.pdf;TA;105/6202;SEDUC;04407920000180;2025-10-17;5786497.50;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\45693-2025-60.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_1056202_SEDUC_2025-10-17_01ad08.pdf;
45694-2025-04.pdf;TA_142018_TJAM_5202-80-80_2f73f7.pdf;TA;14/2018;TJAM;04407920000180;5202-80-80;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\45694-2025-04.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_142018_TJAM_5202-80-80_2f73f7.pdf;
48621-2025-74.pdf;TA_232021_SEDUC_2025-01-02_d4b31c.pdf;TA;23/2021;SEDUC;04407920000180;2025-01-02;5786497.50;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\48621-2025-74.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_232021_SEDUC_2025-01-02_d4b31c.pdf;
49046-2025-27.pdf;TA_0516203_SEDUC_2025-11-14_70a4e7.pdf;TA;051/6203;SEDUC;04407920000180;2025-11-14;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\49046-2025-27.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_0516203_SEDUC_2025-11-14_70a4e7.pdf;
49050-2025-95.pdf;TA_142018_SEDUC_2024-01-02_6c49b7.pdf;TA;14/2018;SEDUC;04407920000180;2024-01-02;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\49050-2025-95.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_142018_SEDUC_2024-01-02_6c49b7.pdf;
51661-2025-01.pdf;TA_232021_SEDUC_2025-11-17_07d70e.pdf;TA;23/2021;SEDUC;04407920000180;2025-11-17;5786497.50;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\51661-2025-01.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_232021_SEDUC_2025-11-17_07d70e.pdf;
51840-2025-30.pdf;TA_142018_SEDUC_2025-12-12_1983a2.pdf;TA;14/2018;SEDUC;04407920000180;2025-12-12;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\51840-2025-30.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_142018_SEDUC_2025-12-12_1983a2.pdf;
51841-2025-85.pdf;TA_202022_TJAM_2025-11-17_377f79.pdf;TA;20/2022;TJAM;04407920000180;2025-11-17;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\51841-2025-85.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_TJAM_2025-11-17_377f79.pdf;
6568-2025-34.pdf;TA_202022_SEDUC_2025-01-30_0f0e89.pdf;TA;20/2022;SEDUC;04407920000180;2025-01-30;19963695.60;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\6568-2025-34.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_202022_SEDUC_2025-01-30_0f0e89.pdf;
6571-2025-58.pdf;TA_022025_SEDUC_2025-01-07_9ab805.pdf;TA;02/2025;SEDUC;04407920000180;2025-01-07;22628440.80;P1-DOC;nativo;1.0;1.0;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\SEDUC_CONSOLIDADO\08_PDFS_ORIGINAIS\6571-2025-58.pdf;C:\Users\gabri\Desktop\DETRAN_AUDITORIA_COMPLETA\20_OCR_OUTPUT\pesquisaveis\PRODAM_OrgaosM_Z\TA_022025_SEDUC_2025-01-07_9ab805.pdf;
