caminho;nome;estagio;score;paginas;procedencia;pdf_pesquisavel;segundos;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11789.pdf;empenho_DETRAN_11789.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_11789.ocr.pdf;25.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12011.pdf;empenho_DETRAN_12011.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12011.ocr.pdf;40.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12297.pdf;empenho_DETRAN_12297.pdf;ocrmypdf;0.92;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12297.ocr.pdf;42.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12298.pdf;empenho_DETRAN_12298.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12298.ocr.pdf;25.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_1244.pdf;empenho_DETRAN_1244.pdf;ocrmypdf;0.81;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_1244.ocr.pdf;21.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12345.pdf;empenho_DETRAN_12345.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12345.ocr.pdf;24.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12303.pdf;empenho_DETRAN_12303.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12303.ocr.pdf;26.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12299.pdf;empenho_DETRAN_12299.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12299.ocr.pdf;23.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12983.pdf;empenho_DETRAN_12983.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12983.ocr.pdf;30.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12872.pdf;empenho_DETRAN_12872.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_12872.ocr.pdf;28.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13270.pdf;empenho_DETRAN_13270.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13270.ocr.pdf;33.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13100.pdf;empenho_DETRAN_13100.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13100.ocr.pdf;22.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13098.pdf;empenho_DETRAN_13098.pdf;ERRO;0.0;0;;;6.3;"ERRO: Unable to get page count.
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't find trailer dictionary
Syntax Error: Couldn't read xref table
"
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_17409.pdf;empenho_DETRAN_17409.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_17409.ocr.pdf;37.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13427.pdf;empenho_DETRAN_13427.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_13427.ocr.pdf;38.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_18013.pdf;empenho_DETRAN_18013.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_18013.ocr.pdf;20.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_17131.pdf;empenho_DETRAN_17131.pdf;ocrmypdf;0.61;3;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_17131.ocr.pdf;32.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_18695.pdf;empenho_DETRAN_18695.pdf;ocrmypdf;0.91;3;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_18695.ocr.pdf;20.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2188.pdf;empenho_DETRAN_2188.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2188.ocr.pdf;26.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2189.pdf;empenho_DETRAN_2189.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2189.ocr.pdf;32.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2195.pdf;empenho_DETRAN_2195.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2195.ocr.pdf;20.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2213.pdf;empenho_DETRAN_2213.pdf;ocrmypdf;0.97;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2213.ocr.pdf;35.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23236.pdf;empenho_DETRAN_23236.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23236.ocr.pdf;39.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23239.pdf;empenho_DETRAN_23239.pdf;ocrmypdf;0.91;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23239.ocr.pdf;35.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23240.pdf;empenho_DETRAN_23240.pdf;ocrmypdf;0.91;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23240.ocr.pdf;49.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23238.pdf;empenho_DETRAN_23238.pdf;ocrmypdf;0.91;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23238.ocr.pdf;39.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23237.pdf;empenho_DETRAN_23237.pdf;ocrmypdf;0.9;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_23237.ocr.pdf;33.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2408.pdf;empenho_DETRAN_2408.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2408.ocr.pdf;27.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2443.pdf;empenho_DETRAN_2443.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2443.ocr.pdf;26.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2416.pdf;empenho_DETRAN_2416.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2416.ocr.pdf;23.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2505.pdf;empenho_DETRAN_2505.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2505.ocr.pdf;14.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2515.pdf;empenho_DETRAN_2515.pdf;ocrmypdf;0.87;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2515.ocr.pdf;20.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2411.pdf;empenho_DETRAN_2411.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2411.ocr.pdf;30.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3070.pdf;empenho_DETRAN_3070.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3070.ocr.pdf;14.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2457.pdf;empenho_DETRAN_2457.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2457.ocr.pdf;24.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2808.pdf;empenho_DETRAN_2808.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_2808.ocr.pdf;19.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3071.pdf;empenho_DETRAN_3071.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3071.ocr.pdf;19.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3193.pdf;empenho_DETRAN_3193.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3193.ocr.pdf;9.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3360.pdf;empenho_DETRAN_3360.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3360.ocr.pdf;19.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3254.pdf;empenho_DETRAN_3254.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3254.ocr.pdf;19.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3207.pdf;empenho_DETRAN_3207.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3207.ocr.pdf;35.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3737.pdf;empenho_DETRAN_3737.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3737.ocr.pdf;45.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3361.pdf;empenho_DETRAN_3361.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3361.ocr.pdf;13.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3733.pdf;empenho_DETRAN_3733.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3733.ocr.pdf;9.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4113.pdf;empenho_DETRAN_4113.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4113.ocr.pdf;16.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3738.pdf;empenho_DETRAN_3738.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_3738.ocr.pdf;9.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4114.pdf;empenho_DETRAN_4114.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4114.ocr.pdf;66.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4121.pdf;empenho_DETRAN_4121.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4121.ocr.pdf;66.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4128.pdf;empenho_DETRAN_4128.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4128.ocr.pdf;36.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4125.pdf;empenho_DETRAN_4125.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\DETRAN_DOCUMENTACAO\03_EMPENHOS\pdfs_oficiais_SPCF\empenho_DETRAN_4125.ocr.pdf;34.9;OK
