caminho;nome;estagio;score;paginas;procedencia;pdf_pesquisavel;segundos;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 46 Cobertura Financeira 2016.pdf;NE 46 Cobertura Financeira 2016.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 46 Cobertura Financeira 2016.ocr.pdf;12.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 417 Cobertura Financeira xx.pdf;NE 417 Cobertura Financeira xx.pdf;ocrmypdf;0.61;3;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 417 Cobertura Financeira xx.ocr.pdf;36.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 509 - Cobertura Fiannceira 2016.pdf;NE 509 - Cobertura Fiannceira 2016.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 509 - Cobertura Fiannceira 2016.ocr.pdf;11.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 528 Cobertura Financeira 2016.pdf;NE 528 Cobertura Financeira 2016.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 528 Cobertura Financeira 2016.ocr.pdf;12.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 33 Cobertura Financeira 2017.pdf;NE 33 Cobertura Financeira 2017.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 33 Cobertura Financeira 2017.ocr.pdf;28.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 49 Cobertura Financeira 2016.pdf;NE 49 Cobertura Financeira 2016.pdf;ocrmypdf;0.87;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 49 Cobertura Financeira 2016.ocr.pdf;11.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 54 Cobertura Financeira 2017.pdf;NE 54 Cobertura Financeira 2017.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 54 Cobertura Financeira 2017.ocr.pdf;28.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 638 COBERTURA SUPRESSAO 2015.pdf;NE 638 COBERTURA SUPRESSAO 2015.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 638 COBERTURA SUPRESSAO 2015.ocr.pdf;27.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 647 Cobertura Financeira 2018.pdf;NE 647 Cobertura Financeira 2018.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 647 Cobertura Financeira 2018.ocr.pdf;12.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 573 Cobertura Financeira.pdf;NE 573 Cobertura Financeira.pdf;ocrmypdf;0.85;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 573 Cobertura Financeira.ocr.pdf;11.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 685 Cobertura Financeira 2016.pdf;NE 685 Cobertura Financeira 2016.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 685 Cobertura Financeira 2016.ocr.pdf;12.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 636 COBERTURA SUPRESSAO.pdf;NE 636 COBERTURA SUPRESSAO.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 636 COBERTURA SUPRESSAO.ocr.pdf;27.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\Ne 697 Cobertura Financeira 2016.pdf;Ne 697 Cobertura Financeira 2016.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\Ne 697 Cobertura Financeira 2016.ocr.pdf;28.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 718 - Cobertura Financeira.pdf;NE 718 - Cobertura Financeira.pdf;ocrmypdf;0.88;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 718 - Cobertura Financeira.ocr.pdf;14.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 686 Cobertura Financeira nov a dez 2016.pdf;NE 686 Cobertura Financeira nov a dez 2016.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 686 Cobertura Financeira nov a dez 2016.ocr.pdf;12.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 790.2018 Cobertura Financeira 2018.pdf;NE 790.2018 Cobertura Financeira 2018.pdf;ocrmypdf;0.9;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 790.2018 Cobertura Financeira 2018.ocr.pdf;12.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 813  Cobertura Financeira.pdf;NE 813  Cobertura Financeira.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 813  Cobertura Financeira.ocr.pdf;27.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 812 Cobertura Financeira.pdf;NE 812 Cobertura Financeira.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 812 Cobertura Financeira.ocr.pdf;31.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 874  Cobertura Financeira 2017.pdf;NE 874  Cobertura Financeira 2017.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 874  Cobertura Financeira 2017.ocr.pdf;23.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 872 Cobertura Financeira.pdf;NE 872 Cobertura Financeira.pdf;ocrmypdf;0.91;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 872 Cobertura Financeira.ocr.pdf;22.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01002.pdf;NE01002.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01002.ocr.pdf;20.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01409.pdf;NE01409.pdf;ocrmypdf;0.94;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01409.ocr.pdf;22.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 961 Cobertura Financeira.pdf;NE 961 Cobertura Financeira.pdf;ocrmypdf;0.89;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE 961 Cobertura Financeira.ocr.pdf;23.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01004.pdf;NE01004.pdf;ocrmypdf;0.96;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01004.ocr.pdf;20.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01018 Cobertura Financeira 2015.pdf;NE01018 Cobertura Financeira 2015.pdf;ocrmypdf;0.97;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01018 Cobertura Financeira 2015.ocr.pdf;23.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\PRODAM CONTRA 17 2015  NE.pdf;PRODAM CONTRA 17 2015  NE.pdf;ocrmypdf;0.81;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\PRODAM CONTRA 17 2015  NE.ocr.pdf;15.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01413.pdf;NE01413.pdf;ocrmypdf;0.93;2;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\02_EMPENHOS\NE01413.ocr.pdf;21.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\1. CARTA DA NOTA FISCAL Nº 27118.pdf;1. CARTA DA NOTA FISCAL Nº 27118.pdf;ocrmypdf;0.9;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\1. CARTA DA NOTA FISCAL Nº 27118.ocr.pdf;21.3;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\2.1ANEXO DA NOTA FISCAL 27118.pdf;2.1ANEXO DA NOTA FISCAL 27118.pdf;ocrmypdf;0.91;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\2.1ANEXO DA NOTA FISCAL 27118.ocr.pdf;15.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\CARTA DA NOTA FISCAL Nº 27929.pdf;CARTA DA NOTA FISCAL Nº 27929.pdf;ocrmypdf;0.9;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\CARTA DA NOTA FISCAL Nº 27929.ocr.pdf;18.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\REQUERIMENTO DA NOTA FISCAL Nº 28451.pdf;REQUERIMENTO DA NOTA FISCAL Nº 28451.pdf;ocrmypdf;0.95;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\REQUERIMENTO DA NOTA FISCAL Nº 28451.ocr.pdf;20.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO.pdf;TOTAIS DE FATURAMENTO.pdf;ocrmypdf;0.8;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO.ocr.pdf;18.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO__f2b2c2aaae.pdf;TOTAIS DE FATURAMENTO__f2b2c2aaae.pdf;ocrmypdf;0.77;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO__f2b2c2aaae.ocr.pdf;18.2;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\PÁGINAS IMPRESSAS.pdf;PÁGINAS IMPRESSAS.pdf;ocrmypdf;0.82;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\PÁGINAS IMPRESSAS.ocr.pdf;17.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS PARA FATURAMENTO.pdf;TOTAIS PARA FATURAMENTO.pdf;ocrmypdf;0.8;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS PARA FATURAMENTO.ocr.pdf;19.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO__27bf2526dc.pdf;TOTAIS DE FATURAMENTO__27bf2526dc.pdf;ocrmypdf;0.8;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\03_FATURAS\TOTAIS DE FATURAMENTO__27bf2526dc.ocr.pdf;20.6;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO DE PÁGINAS IMPRESSAS.pdf;RELATÓRIO DE PÁGINAS IMPRESSAS.pdf;ocrmypdf;0.82;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO DE PÁGINAS IMPRESSAS.ocr.pdf;15.0;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO__75d3b83529.pdf;RELATÓRIO__75d3b83529.pdf;ocrmypdf;0.8;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO__75d3b83529.ocr.pdf;31.9;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO__61c8834f08.pdf;RELATÓRIO__61c8834f08.pdf;ocrmypdf;0.79;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\05_ACEITES\RELATÓRIO__61c8834f08.ocr.pdf;33.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__83ac7bd797.pdf;CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__83ac7bd797.pdf;ocrmypdf;0.82;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__83ac7bd797.ocr.pdf;18.4;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__159aa39d45.pdf;CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__159aa39d45.pdf;ocrmypdf;0.81;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ__159aa39d45.ocr.pdf;20.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ.pdf;CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ.pdf;ocrmypdf;0.81;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS - SEFAZ.ocr.pdf;19.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS__76d25fe009.pdf;CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS__76d25fe009.pdf;ocrmypdf;0.88;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS__76d25fe009.ocr.pdf;30.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS MUNICPAIS - ISS.pdf;CERTIDÃO NEGATIVA DE DÉBITOS MUNICPAIS - ISS.pdf;ocrmypdf;0.88;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS MUNICPAIS - ISS.ocr.pdf;30.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO.pdf;CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO.ocr.pdf;23.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__29cccc7830.pdf;CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__29cccc7830.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__29cccc7830.ocr.pdf;20.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__07f8494469.pdf;CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__07f8494469.pdf;ocrmypdf;0.87;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS RELATIVOS AOS TRIBUTOS FEDERAIS E À DÍVIDA ATIVA DA UNIÃO__07f8494469.ocr.pdf;18.7;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS.pdf;CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS.pdf;ocrmypdf;0.88;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\CERTIDÃO NEGATIVA DE DÉBITOS DE TRIBUTOS MUNICIPAIS.ocr.pdf;28.1;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF__0ab927429b.pdf;Certificado de Regularidade do FGTS - CRF__0ab927429b.pdf;ocrmypdf;0.82;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF__0ab927429b.ocr.pdf;18.8;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF__2b3320d014.pdf;Certificado de Regularidade do FGTS - CRF__2b3320d014.pdf;ocrmypdf;0.82;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF__2b3320d014.ocr.pdf;17.5;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF.pdf;Certificado de Regularidade do FGTS - CRF.pdf;ocrmypdf;0.81;1;P2-PARCIAL;C:\Users\gabri\Desktop\PROJETO_PRODAM\PRODAM_DOCS\DETRAN_CONSOLIDADO\08_PDFS_ORIGINAIS\Certificado de Regularidade do FGTS - CRF.ocr.pdf;19.8;OK
