id;fontes;contrato;comp;emissao;venc_est;valor;situacao;prescrita;exigivel;tem_db;empenhos_qtd
37804;GERAL;;05/2023;25/05/2023;2023-06-24;35663,84;Paga;NAO;NAO;NAO;0
37806;GERAL;;05/2023;25/05/2023;2023-06-24;30119,83;Paga;NAO;NAO;NAO;0
37796;GERAL;;05/2023;25/05/2023;2023-06-24;146012,35;Paga;NAO;NAO;NAO;0
37805;GERAL;;05/2023;25/05/2023;2023-06-24;152153,78;Paga;NAO;NAO;NAO;0
37797;GERAL;;05/2023;25/05/2023;2023-06-24;35990,46;Paga;NAO;NAO;NAO;0
37825;GERAL;;05/2023;26/05/2023;2023-06-25;39782,00;Paga;NAO;NAO;NAO;0
37829;GERAL;;05/2023;26/05/2023;2023-06-25;10454,95;Paga;NAO;NAO;NAO;0
37826;GERAL;;05/2023;26/05/2023;2023-06-25;182128,75;Paga;NAO;NAO;NAO;0
37827;GERAL;;05/2023;26/05/2023;2023-06-25;172965,00;Paga;NAO;NAO;NAO;0
37824;GERAL;;05/2023;26/05/2023;2023-06-25;98190,90;Paga;NAO;NAO;NAO;0
37828;GERAL;;05/2023;26/05/2023;2023-06-25;19488,48;Paga;NAO;NAO;NAO;0
142140;GERAL;;06/2023;26/06/2023;2023-07-26;86148,00;Cancelada;NAO;NAO;NAO;0
38427;GERAL;;06/2023;26/06/2023;2023-07-26;152153,78;Paga;NAO;NAO;NAO;0
142160;GERAL;;06/2023;26/06/2023;2023-07-26;86148,00;Paga;NAO;NAO;NAO;0
38426;GERAL;;06/2023;26/06/2023;2023-07-26;35990,46;Paga;NAO;NAO;NAO;0
38428;GERAL;;06/2023;26/06/2023;2023-07-26;30119,83;Paga;NAO;NAO;NAO;0
38425;GERAL;;06/2023;26/06/2023;2023-07-26;121,96;Paga;NAO;NAO;NAO;0
38429;GERAL;;06/2023;26/06/2023;2023-07-26;35663,84;Paga;NAO;NAO;NAO;0
38445;GERAL;;06/2023;27/06/2023;2023-07-27;146012,35;Paga;NAO;NAO;NAO;0
38485;GERAL;;06/2023;28/06/2023;2023-07-28;8445,01;Paga;NAO;NAO;NAO;0
38486;GERAL;;06/2023;28/06/2023;2023-07-28;4530,48;Paga;NAO;NAO;NAO;0
38481;GERAL;;06/2023;28/06/2023;2023-07-28;84643,17;Paga;NAO;NAO;NAO;0
38484;GERAL;;06/2023;28/06/2023;2023-07-28;44704,80;Paga;NAO;NAO;NAO;0
38482;GERAL;;06/2023;28/06/2023;2023-07-28;17305,17;Paga;NAO;NAO;NAO;0
38483;GERAL;;06/2023;28/06/2023;2023-07-28;75040,20;Paga;NAO;NAO;NAO;0
38512;GERAL;;06/2023;29/06/2023;2023-07-29;23339,02;Paga;NAO;NAO;NAO;0
38516;GERAL;;06/2023;29/06/2023;2023-07-29;6151,93;Paga;NAO;NAO;NAO;0
38513;GERAL;;06/2023;29/06/2023;2023-07-29;114929,64;Paga;NAO;NAO;NAO;0
38514;GERAL;;06/2023;29/06/2023;2023-07-29;60514,08;Paga;NAO;NAO;NAO;0
38517;GERAL;;06/2023;29/06/2023;2023-07-29;11466,39;Paga;NAO;NAO;NAO;0
38515;GERAL;;06/2023;29/06/2023;2023-07-29;101678,40;Paga;NAO;NAO;NAO;0
39116;GERAL;;07/2023;25/07/2023;2023-08-24;30119,83;Paga;NAO;NAO;NAO;0
39115;GERAL;;07/2023;25/07/2023;2023-08-24;152153,78;Paga;NAO;NAO;NAO;0
39112;GERAL;;07/2023;25/07/2023;2023-08-24;35990,46;Paga;NAO;NAO;NAO;0
142891;GERAL;;07/2023;25/07/2023;2023-08-24;86148,00;Paga;NAO;NAO;NAO;0
39113;GERAL;;07/2023;25/07/2023;2023-08-24;121,96;Paga;NAO;NAO;NAO;0
39114;GERAL;;07/2023;25/07/2023;2023-08-24;35663,84;Paga;NAO;NAO;NAO;0
39162;GERAL;;07/2023;26/07/2023;2023-08-25;146012,35;Paga;NAO;NAO;NAO;0
39203;GERAL;;07/2023;28/07/2023;2023-08-27;10856,34;Paga;NAO;NAO;NAO;0
39199;GERAL;;07/2023;28/07/2023;2023-08-27;179595,00;Paga;NAO;NAO;NAO;0
39200;GERAL;;07/2023;28/07/2023;2023-08-27;40275,30;Paga;NAO;NAO;NAO;0
39198;GERAL;;07/2023;28/07/2023;2023-08-27;150609,51;Paga;NAO;NAO;NAO;0
39201;GERAL;;07/2023;28/07/2023;2023-08-27;100304,16;Paga;NAO;NAO;NAO;0
39202;GERAL;;07/2023;28/07/2023;2023-08-27;20234,80;Paga;NAO;NAO;NAO;0
143427;GERAL;;08/2023;17/08/2023;2023-09-16;31587,60;Paga;NAO;NAO;NAO;0
39795;GERAL;;08/2023;24/08/2023;2023-09-23;146012,35;Paga;NAO;NAO;NAO;0
39841;GERAL;;08/2023;25/08/2023;2023-09-24;11043,94;Paga;NAO;NAO;NAO;0
39840;GERAL;;08/2023;25/08/2023;2023-09-24;55789,72;Paga;NAO;NAO;NAO;0
143712;GERAL;;08/2023;25/08/2023;2023-09-24;54560,40;Paga;NAO;NAO;NAO;0
39833;GERAL;;08/2023;25/08/2023;2023-09-24;121,96;Paga;NAO;NAO;NAO;0
39842;GERAL;;08/2023;25/08/2023;2023-09-24;13076,74;Paga;NAO;NAO;NAO;0
39834;GERAL;;08/2023;25/08/2023;2023-09-24;35990,46;Paga;NAO;NAO;NAO;0
39851;GERAL;;08/2023;28/08/2023;2023-09-27;19075,89;Paga;NAO;NAO;NAO;0
39850;GERAL;;08/2023;28/08/2023;2023-09-27;22587,10;Paga;NAO;NAO;NAO;0
39852;GERAL;;08/2023;28/08/2023;2023-09-27;96364,06;Paga;NAO;NAO;NAO;0
39856;GERAL;;08/2023;29/08/2023;2023-09-28;40275,30;Paga;NAO;NAO;NAO;0
39859;GERAL;;08/2023;29/08/2023;2023-09-28;20234,80;Paga;NAO;NAO;NAO;0
39857;GERAL;;08/2023;29/08/2023;2023-09-28;260840,06;Paga;NAO;NAO;NAO;0
39854;GERAL;;08/2023;29/08/2023;2023-09-28;81514,40;Paga;NAO;NAO;NAO;0
39858;GERAL;;08/2023;29/08/2023;2023-09-28;10856,34;Paga;NAO;NAO;NAO;0
39855;GERAL;;08/2023;29/08/2023;2023-09-28;179595,00;Paga;NAO;NAO;NAO;0
40469;GERAL;;09/2023;25/09/2023;2023-10-25;35663,84;Paga;NAO;NAO;NAO;0
40467;GERAL;;09/2023;25/09/2023;2023-10-25;35990,46;Paga;NAO;NAO;NAO;0
40466;GERAL;;09/2023;25/09/2023;2023-10-25;121,96;Paga;NAO;NAO;NAO;0
40470;GERAL;;09/2023;25/09/2023;2023-10-25;152153,78;Paga;NAO;NAO;NAO;0
144402;GERAL;;09/2023;25/09/2023;2023-10-25;86148,00;Paga;NAO;NAO;NAO;0
40468;GERAL;;09/2023;25/09/2023;2023-10-25;30119,83;Paga;NAO;NAO;NAO;0
40505;GERAL;;09/2023;26/09/2023;2023-10-26;20234,80;Paga;NAO;NAO;NAO;0
40503;GERAL;;09/2023;26/09/2023;2023-10-26;146012,35;Paga;NAO;NAO;NAO;0
40504;GERAL;;09/2023;26/09/2023;2023-10-26;10856,34;Paga;NAO;NAO;NAO;0
40543;GERAL;;09/2023;27/09/2023;2023-10-27;40275,30;Paga;NAO;NAO;NAO;0
40541;GERAL;;09/2023;27/09/2023;2023-10-27;179595,00;Paga;NAO;NAO;NAO;0
40540;GERAL;;09/2023;27/09/2023;2023-10-27;259165,48;Paga;NAO;NAO;NAO;0
40542;GERAL;;09/2023;27/09/2023;2023-10-27;110528,00;Paga;NAO;NAO;NAO;0
41133;GERAL;;10/2023;25/10/2023;2023-11-24;35663,84;Paga;NAO;NAO;NAO;0
41131;GERAL;;10/2023;25/10/2023;2023-11-24;35990,46;Paga;NAO;NAO;NAO;0
41130;GERAL;;10/2023;25/10/2023;2023-11-24;121,96;Paga;NAO;NAO;NAO;0
41132;GERAL;;10/2023;25/10/2023;2023-11-24;30119,83;Paga;NAO;NAO;NAO;0
41134;GERAL;;10/2023;25/10/2023;2023-11-24;152153,78;Paga;NAO;NAO;NAO;0
145168;GERAL;;10/2023;25/10/2023;2023-11-24;86148,00;Paga;NAO;NAO;NAO;0
41164;GERAL;;10/2023;27/10/2023;2023-11-26;10856,34;Paga;NAO;NAO;NAO;0
41163;GERAL;;10/2023;27/10/2023;2023-11-26;20234,80;Paga;NAO;NAO;NAO;0
41162;GERAL;;10/2023;27/10/2023;2023-11-26;146012,35;Paga;NAO;NAO;NAO;0
41207;GERAL;;10/2023;30/10/2023;2023-11-29;110528,00;Paga;NAO;NAO;NAO;0
41208;GERAL;;10/2023;30/10/2023;2023-11-29;257912,11;Paga;NAO;NAO;NAO;0
41206;GERAL;;10/2023;30/10/2023;2023-11-29;179595,00;Paga;NAO;NAO;NAO;0
41205;GERAL;;10/2023;30/10/2023;2023-11-29;40275,30;Paga;NAO;NAO;NAO;0
41808;GERAL;;11/2023;27/11/2023;2023-12-27;179595,00;Paga;NAO;NAO;NAO;0
145947;GERAL;;11/2023;27/11/2023;2023-12-27;86148,00;Paga;NAO;NAO;NAO;0
41804;GERAL;;11/2023;27/11/2023;2023-12-27;10856,34;Paga;NAO;NAO;NAO;0
41777;GERAL;;11/2023;27/11/2023;2023-12-27;146012,35;Paga;NAO;NAO;NAO;0
41803;GERAL;;11/2023;27/11/2023;2023-12-27;35990,46;Paga;NAO;NAO;NAO;0
41809;GERAL;;11/2023;27/11/2023;2023-12-27;40481,84;Paga;NAO;NAO;NAO;0
41810;GERAL;;11/2023;27/11/2023;2023-12-27;30119,83;Paga;NAO;NAO;NAO;0
41806;GERAL;;11/2023;27/11/2023;2023-12-27;183611,08;Paga;NAO;NAO;NAO;0
41812;GERAL;;11/2023;27/11/2023;2023-12-27;152153,78;Paga;NAO;NAO;NAO;0
41811;GERAL;;11/2023;27/11/2023;2023-12-27;35663,84;Paga;NAO;NAO;NAO;0
41807;GERAL;;11/2023;27/11/2023;2023-12-27;110528,00;Paga;NAO;NAO;NAO;0
41802;GERAL;;11/2023;27/11/2023;2023-12-27;121,96;Paga;NAO;NAO;NAO;0
41805;GERAL;;11/2023;27/11/2023;2023-12-27;20234,80;Paga;NAO;NAO;NAO;0
42486;GERAL;;12/2023;28/12/2023;2024-01-27;20234,80;Paga;NAO;NAO;NAO;0
42560;GERAL;;12/2023;28/12/2023;2024-01-27;30119,83;Paga;NAO;NAO;NAO;0
42483;GERAL;;12/2023;28/12/2023;2024-01-27;40481,84;Paga;NAO;NAO;NAO;0
42485;GERAL;;12/2023;28/12/2023;2024-01-27;110528,00;Paga;NAO;NAO;NAO;0
42562;GERAL;;12/2023;28/12/2023;2024-01-27;152153,78;Paga;NAO;NAO;NAO;0
42484;GERAL;;12/2023;28/12/2023;2024-01-27;10856,34;Paga;NAO;NAO;NAO;0
42559;GERAL;;12/2023;28/12/2023;2024-01-27;121,96;Paga;NAO;NAO;NAO;0
146723;GERAL;;12/2023;28/12/2023;2024-01-27;86148,00;Paga;NAO;NAO;NAO;0
42488;GERAL;;12/2023;28/12/2023;2024-01-27;179595,00;Paga;NAO;NAO;NAO;0
42561;GERAL;;12/2023;28/12/2023;2024-01-27;35663,84;Paga;NAO;NAO;NAO;0
42487;GERAL;;12/2023;28/12/2023;2024-01-27;183176,51;Paga;NAO;NAO;NAO;0
42558;GERAL;;12/2023;28/12/2023;2024-01-27;35990,46;Paga;NAO;NAO;NAO;0
42583;GERAL;;12/2023;29/12/2023;2024-01-28;146012,35;Paga;NAO;NAO;NAO;0
43110;GERAL;;01/2024;25/01/2024;2024-02-24;35990,46;Paga;NAO;NAO;NAO;0
43109;GERAL;;01/2024;25/01/2024;2024-02-24;121,96;Paga;NAO;NAO;NAO;0
43112;GERAL;;01/2024;25/01/2024;2024-02-24;35663,84;Paga;NAO;NAO;NAO;0
43113;GERAL;;01/2024;25/01/2024;2024-02-24;152153,78;Paga;NAO;NAO;NAO;0
43133;GERAL;;01/2024;25/01/2024;2024-02-24;146012,35;Paga;NAO;NAO;NAO;0
147374;GERAL;;01/2024;25/01/2024;2024-02-24;86148,00;Paga;NAO;NAO;NAO;0
43111;GERAL;;01/2024;25/01/2024;2024-02-24;30119,83;Paga;NAO;NAO;NAO;0
43195;GERAL;;01/2024;29/01/2024;2024-02-28;110528,00;Paga;NAO;NAO;NAO;0
43192;GERAL;;01/2024;29/01/2024;2024-02-28;177037,06;Paga;NAO;NAO;NAO;0
43197;GERAL;;01/2024;29/01/2024;2024-02-28;10856,34;Paga;NAO;NAO;NAO;0
43196;GERAL;;01/2024;29/01/2024;2024-02-28;20234,80;Paga;NAO;NAO;NAO;0
43194;GERAL;;01/2024;29/01/2024;2024-02-28;40481,84;Paga;NAO;NAO;NAO;0
43193;GERAL;;01/2024;29/01/2024;2024-02-28;179595,00;Paga;NAO;NAO;NAO;0
43705;GERAL;;02/2024;26/02/2024;2024-03-27;30119,83;Paga;NAO;NAO;NAO;0
43796;GERAL;;02/2024;26/02/2024;2024-03-27;146012,35;Paga;NAO;NAO;NAO;0
43703;GERAL;;02/2024;26/02/2024;2024-03-27;121,96;Paga;NAO;NAO;NAO;0
43704;GERAL;;02/2024;26/02/2024;2024-03-27;152153,78;Paga;NAO;NAO;NAO;0
43702;GERAL;;02/2024;26/02/2024;2024-03-27;35990,46;Paga;NAO;NAO;NAO;0
43706;GERAL;;02/2024;26/02/2024;2024-03-27;35663,84;Paga;NAO;NAO;NAO;0
147973;GERAL;;02/2024;26/02/2024;2024-03-27;86148,00;Paga;NAO;NAO;NAO;0
43863;GERAL;;02/2024;28/02/2024;2024-03-29;20234,80;Paga;NAO;NAO;NAO;0
43862;GERAL;;02/2024;28/02/2024;2024-03-29;110528,00;Paga;NAO;NAO;NAO;0
43864;GERAL;;02/2024;28/02/2024;2024-03-29;10856,34;Paga;NAO;NAO;NAO;0
43859;GERAL;;02/2024;28/02/2024;2024-03-29;199203,17;Paga;NAO;NAO;NAO;0
43861;GERAL;;02/2024;28/02/2024;2024-03-29;179595,00;Paga;NAO;NAO;NAO;0
43860;GERAL;;02/2024;28/02/2024;2024-03-29;40481,84;Paga;NAO;NAO;NAO;0
44428;GERAL;;03/2024;26/03/2024;2024-04-25;30119,83;Paga;NAO;NAO;NAO;0
44425;GERAL;;03/2024;26/03/2024;2024-04-25;35990,46;Paga;NAO;NAO;NAO;0
44427;GERAL;;03/2024;26/03/2024;2024-04-25;152153,78;Paga;NAO;NAO;NAO;0
44424;GERAL;;03/2024;26/03/2024;2024-04-25;121,96;Paga;NAO;NAO;NAO;0
44390;GERAL;;03/2024;26/03/2024;2024-04-25;146012,35;Paga;NAO;NAO;NAO;0
148884;GERAL;;03/2024;26/03/2024;2024-04-25;86148,00;Paga;NAO;NAO;NAO;0
44426;GERAL;;03/2024;26/03/2024;2024-04-25;35663,84;Paga;NAO;NAO;NAO;0
44561;GERAL;;03/2024;27/03/2024;2024-04-26;20234,80;Paga;NAO;NAO;NAO;0
44558;GERAL;;03/2024;27/03/2024;2024-04-26;40481,84;Paga;NAO;NAO;NAO;0
44560;GERAL;;03/2024;27/03/2024;2024-04-26;10856,34;Paga;NAO;NAO;NAO;0
44559;GERAL;;03/2024;27/03/2024;2024-04-26;110528,00;Paga;NAO;NAO;NAO;0
44557;GERAL;;03/2024;27/03/2024;2024-04-26;143212,59;Paga;NAO;NAO;NAO;0
45153;GERAL;;04/2024;29/04/2024;2024-05-29;121,96;Paga;NAO;NAO;NAO;0
45168;GERAL;;04/2024;29/04/2024;2024-05-29;263207,07;Paga;NAO;NAO;NAO;0
45154;GERAL;;04/2024;29/04/2024;2024-05-29;35990,46;Paga;NAO;NAO;NAO;0
45155;GERAL;;04/2024;29/04/2024;2024-05-29;30119,83;Paga;NAO;NAO;NAO;0
45152;GERAL;;04/2024;29/04/2024;2024-05-29;146012,35;Paga;NAO;NAO;NAO;0
45167;GERAL;;04/2024;29/04/2024;2024-05-29;179595,00;Paga;NAO;NAO;NAO;0
45157;GERAL;;04/2024;29/04/2024;2024-05-29;152153,78;Paga;NAO;NAO;NAO;0
149622;GERAL;;04/2024;29/04/2024;2024-05-29;86148,00;Paga;NAO;NAO;NAO;0
45164;GERAL;;04/2024;29/04/2024;2024-05-29;40481,84;Paga;NAO;NAO;NAO;0
45162;GERAL;;04/2024;29/04/2024;2024-05-29;110528,00;Paga;NAO;NAO;NAO;0
45156;GERAL;;04/2024;29/04/2024;2024-05-29;35663,84;Paga;NAO;NAO;NAO;0
45166;GERAL;;04/2024;29/04/2024;2024-05-29;10856,34;Paga;NAO;NAO;NAO;0
45165;GERAL;;04/2024;29/04/2024;2024-05-29;20234,80;Paga;NAO;NAO;NAO;0
45887;GERAL;;05/2024;27/05/2024;2024-06-26;10856,34;Paga;NAO;NAO;NAO;0
150372;GERAL;;05/2024;27/05/2024;2024-06-26;86148,00;Paga;NAO;NAO;NAO;0
45889;GERAL;;05/2024;27/05/2024;2024-06-26;247180,41;Paga;NAO;NAO;NAO;0
45868;GERAL;;05/2024;27/05/2024;2024-06-26;147897,68;Paga;NAO;NAO;NAO;0
45869;GERAL;;05/2024;27/05/2024;2024-06-26;30119,83;Paga;NAO;NAO;NAO;0
45888;GERAL;;05/2024;27/05/2024;2024-06-26;110528,00;Paga;NAO;NAO;NAO;0
45890;GERAL;;05/2024;27/05/2024;2024-06-26;20234,80;Paga;NAO;NAO;NAO;0
45865;GERAL;;05/2024;27/05/2024;2024-06-26;35990,46;Paga;NAO;NAO;NAO;0
45866;GERAL;;05/2024;27/05/2024;2024-06-26;121,96;Paga;NAO;NAO;NAO;0
45867;GERAL;;05/2024;27/05/2024;2024-06-26;35663,84;Paga;NAO;NAO;NAO;0
45885;GERAL;;05/2024;27/05/2024;2024-06-26;40481,84;Paga;NAO;NAO;NAO;0
45886;GERAL;;05/2024;27/05/2024;2024-06-26;179595,00;Paga;NAO;NAO;NAO;0
45884;GERAL;;05/2024;27/05/2024;2024-06-26;146012,35;Paga;NAO;NAO;NAO;0
46598;GERAL;;06/2024;25/06/2024;2024-07-25;35663,84;Paga;NAO;NAO;NAO;0
46594;GERAL;;06/2024;25/06/2024;2024-07-25;35990,46;Paga;NAO;NAO;NAO;0
151140;GERAL;;06/2024;25/06/2024;2024-07-25;86148,00;Paga;NAO;NAO;NAO;0
46596;GERAL;;06/2024;25/06/2024;2024-07-25;147897,68;Paga;NAO;NAO;NAO;0
46597;GERAL;;06/2024;25/06/2024;2024-07-25;30119,83;Paga;NAO;NAO;NAO;0
46595;GERAL;;06/2024;25/06/2024;2024-07-25;121,96;Paga;NAO;NAO;NAO;0
46634;GERAL;;06/2024;26/06/2024;2024-07-26;77916,60;Paga;NAO;NAO;NAO;0
46635;GERAL;;06/2024;26/06/2024;2024-07-26;8768,41;Paga;NAO;NAO;NAO;0
46632;GERAL;;06/2024;26/06/2024;2024-07-26;17968,98;Paga;NAO;NAO;NAO;0
46637;GERAL;;06/2024;26/06/2024;2024-07-26;146012,35;Paga;NAO;NAO;NAO;0
46636;GERAL;;06/2024;26/06/2024;2024-07-26;4704,41;Paga;NAO;NAO;NAO;0
46631;GERAL;;06/2024;26/06/2024;2024-07-26;106227,99;Paga;NAO;NAO;NAO;0
46633;GERAL;;06/2024;26/06/2024;2024-07-26;48079,68;Paga;NAO;NAO;NAO;0
46673;GERAL;;06/2024;27/06/2024;2024-07-27;24093,86;Paga;NAO;NAO;NAO;0
46701;GERAL;;06/2024;27/06/2024;2024-07-27;6350,64;Paga;NAO;NAO;NAO;0
46671;GERAL;;06/2024;27/06/2024;2024-07-27;104964,64;Paga;NAO;NAO;NAO;0
46672;GERAL;;06/2024;27/06/2024;2024-07-27;143174,25;Paga;NAO;NAO;NAO;0
46674;GERAL;;06/2024;27/06/2024;2024-07-27;64466,50;Paga;NAO;NAO;NAO;0
46702;GERAL;;06/2024;27/06/2024;2024-07-27;11836,76;Paga;NAO;NAO;NAO;0
47329;GERAL;;07/2024;26/07/2024;2024-08-25;30119,83;Paga;NAO;NAO;NAO;0
47328;GERAL;;07/2024;26/07/2024;2024-08-25;121,96;Paga;NAO;NAO;NAO;0
47327;GERAL;;07/2024;26/07/2024;2024-08-25;35990,46;Paga;NAO;NAO;NAO;0
151907;GERAL;;07/2024;26/07/2024;2024-08-25;86148,00;Paga;NAO;NAO;NAO;0
47330;GERAL;;07/2024;26/07/2024;2024-08-25;147897,68;Paga;NAO;NAO;NAO;0
47331;GERAL;;07/2024;26/07/2024;2024-08-25;35663,84;Paga;NAO;NAO;NAO;0
47353;GERAL;;07/2024;29/07/2024;2024-08-28;146012,35;Paga;NAO;NAO;NAO;0
47447;GERAL;;07/2024;31/07/2024;2024-08-30;11207,02;Paga;NAO;NAO;NAO;0
47444;GERAL;;07/2024;31/07/2024;2024-08-30;7130,75;Paga;NAO;NAO;NAO;0
47445;GERAL;;07/2024;31/07/2024;2024-08-30;273409,79;Paga;NAO;NAO;NAO;0
47448;GERAL;;07/2024;31/07/2024;2024-08-30;20888,40;Paga;NAO;NAO;NAO;0
47442;GERAL;;07/2024;31/07/2024;2024-08-30;41791,12;Paga;NAO;NAO;NAO;0
47446;GERAL;;07/2024;31/07/2024;2024-08-30;114100,00;Paga;NAO;NAO;NAO;0
152113;GERAL;;08/2024;23/08/2024;2024-09-22;31587,60;Paga;NAO;NAO;NAO;0
47971;GERAL;;08/2024;23/08/2024;2024-09-22;13076,74;Paga;NAO;NAO;NAO;0
