id;fontes;contrato;comp;emissao;venc_est;valor;situacao;prescrita;exigivel;tem_db;empenhos_qtd
47972;GERAL;;08/2024;23/08/2024;2024-09-22;11043,94;Paga;NAO;NAO;NAO;0
47970;GERAL;;08/2024;23/08/2024;2024-09-22;55009,43;Paga;NAO;NAO;NAO;0
48061;GERAL;;08/2024;26/08/2024;2024-09-25;146012,35;Paga;NAO;NAO;NAO;0
48060;GERAL;;08/2024;26/08/2024;2024-09-25;121,96;Paga;NAO;NAO;NAO;0
48059;GERAL;;08/2024;26/08/2024;2024-09-25;35990,46;Paga;NAO;NAO;NAO;0
48066;GERAL;;08/2024;27/08/2024;2024-09-26;95016,30;Paga;NAO;NAO;NAO;0
152706;GERAL;;08/2024;27/08/2024;2024-09-26;54560,40;Paga;NAO;NAO;NAO;0
48065;GERAL;;08/2024;27/08/2024;2024-09-26;19075,89;Paga;NAO;NAO;NAO;0
48064;GERAL;;08/2024;27/08/2024;2024-09-26;22587,10;Paga;NAO;NAO;NAO;0
48187;GERAL;;08/2024;30/08/2024;2024-09-29;11207,02;Paga;NAO;NAO;NAO;0
48186;GERAL;;08/2024;30/08/2024;2024-09-29;20888,40;Paga;NAO;NAO;NAO;0
48184;GERAL;;08/2024;30/08/2024;2024-09-29;42644,00;Paga;NAO;NAO;NAO;0
48185;GERAL;;08/2024;30/08/2024;2024-09-29;254107,78;Paga;NAO;NAO;NAO;0
48183;GERAL;;08/2024;30/08/2024;2024-09-29;114100,00;Paga;NAO;NAO;NAO;0
48182;GERAL;;08/2024;30/08/2024;2024-09-29;185399,50;Paga;NAO;NAO;NAO;0
48822;GERAL;;09/2024;27/09/2024;2024-10-27;121,96;Paga;NAO;NAO;NAO;0
48823;GERAL;;09/2024;27/09/2024;2024-10-27;35990,46;Paga;NAO;NAO;NAO;0
48826;GERAL;;09/2024;27/09/2024;2024-10-27;35663,84;Paga;NAO;NAO;NAO;0
48825;GERAL;;09/2024;27/09/2024;2024-10-27;150025,73;Paga;NAO;NAO;NAO;0
153477;GERAL;;09/2024;27/09/2024;2024-10-27;86148,00;Paga;NAO;NAO;NAO;0
48827;GERAL;;09/2024;27/09/2024;2024-10-27;146012,35;Paga;NAO;NAO;NAO;0
48824;GERAL;;09/2024;27/09/2024;2024-10-27;30119,83;Paga;NAO;NAO;NAO;0
48908;GERAL;;09/2024;30/09/2024;2024-10-30;11207,02;Paga;NAO;NAO;NAO;0
48906;GERAL;;09/2024;30/09/2024;2024-10-30;114100,00;Paga;NAO;NAO;NAO;0
48907;GERAL;;09/2024;30/09/2024;2024-10-30;254107,78;Paga;NAO;NAO;NAO;0
48909;GERAL;;09/2024;30/09/2024;2024-10-30;20888,40;Paga;NAO;NAO;NAO;0
48905;GERAL;;09/2024;30/09/2024;2024-10-30;185399,50;Paga;NAO;NAO;NAO;0
48904;GERAL;;09/2024;30/09/2024;2024-10-30;42644,00;Paga;NAO;NAO;NAO;0
49489;GERAL;;10/2024;29/10/2024;2024-11-28;145769,63;Paga;NAO;NAO;NAO;0
49488;GERAL;;10/2024;29/10/2024;2024-11-28;35990,46;Paga;NAO;NAO;NAO;0
49491;GERAL;;10/2024;29/10/2024;2024-11-28;35663,84;Paga;NAO;NAO;NAO;0
49487;GERAL;;10/2024;29/10/2024;2024-11-28;121,96;Paga;NAO;NAO;NAO;0
154251;GERAL;;10/2024;29/10/2024;2024-11-28;86148,00;Paga;NAO;NAO;NAO;0
49509;GERAL;;10/2024;29/10/2024;2024-11-28;146012,35;Paga;NAO;NAO;NAO;0
49490;GERAL;;10/2024;29/10/2024;2024-11-28;30119,83;Paga;NAO;NAO;NAO;0
49528;GERAL;;10/2024;30/10/2024;2024-11-29;254107,78;Paga;NAO;NAO;NAO;0
49531;GERAL;;10/2024;30/10/2024;2024-11-29;20888,40;Paga;NAO;NAO;NAO;0
49529;GERAL;;10/2024;30/10/2024;2024-11-29;42644,00;Paga;NAO;NAO;NAO;0
49530;GERAL;;10/2024;30/10/2024;2024-11-29;11207,02;Paga;NAO;NAO;NAO;0
49527;GERAL;;10/2024;30/10/2024;2024-11-29;185399,50;Paga;NAO;NAO;NAO;0
49526;GERAL;;10/2024;30/10/2024;2024-11-29;114100,00;Paga;NAO;NAO;NAO;0
50250;GERAL;;11/2024;25/11/2024;2024-12-25;145769,63;Paga;NAO;NAO;NAO;0
50252;GERAL;;11/2024;25/11/2024;2024-12-25;30119,83;Paga;NAO;NAO;NAO;0
50201;GERAL;;11/2024;25/11/2024;2024-12-25;121,96;Paga;NAO;NAO;NAO;0
50251;GERAL;;11/2024;25/11/2024;2024-12-25;35663,84;Paga;NAO;NAO;NAO;0
50249;GERAL;;11/2024;25/11/2024;2024-12-25;86148,00;Paga;NAO;NAO;NAO;0
50200;GERAL;;11/2024;25/11/2024;2024-12-25;35990,46;Paga;NAO;NAO;NAO;0
50284;GERAL;;11/2024;26/11/2024;2024-12-26;146012,35;Paga;NAO;NAO;NAO;0
50338;GERAL;;11/2024;27/11/2024;2024-12-27;152082,87;Paga;NAO;NAO;NAO;0
50339;GERAL;;11/2024;27/11/2024;2024-12-27;6845,52;Paga;NAO;NAO;NAO;0
50343;GERAL;;11/2024;27/11/2024;2024-12-27;11207,02;Paga;NAO;NAO;NAO;0
50340;GERAL;;11/2024;27/11/2024;2024-12-27;9381,68;Paga;NAO;NAO;NAO;0
50341;GERAL;;11/2024;27/11/2024;2024-12-27;114100,00;Paga;NAO;NAO;NAO;0
50342;GERAL;;11/2024;27/11/2024;2024-12-27;20888,40;Paga;NAO;NAO;NAO;0
50539;GERAL;;12/2024;04/12/2024;2025-01-03;121,96;Paga;NAO;NAO;NAO;0
50541;GERAL;;12/2024;04/12/2024;2025-01-03;35990,46;Paga;NAO;NAO;NAO;0
50627;GERAL;;12/2024;06/12/2024;2025-01-05;145769,63;Paga;NAO;NAO;NAO;0
50630;GERAL;;12/2024;06/12/2024;2025-01-05;86148,00;Paga;NAO;NAO;NAO;0
50629;GERAL;;12/2024;06/12/2024;2025-01-05;35663,84;Paga;NAO;NAO;NAO;0
50628;GERAL;;12/2024;06/12/2024;2025-01-05;30119,83;Paga;NAO;NAO;NAO;0
50829;GERAL;;12/2024;16/12/2024;2025-01-15;20888,40;Paga;NAO;NAO;NAO;0
50828;GERAL;;12/2024;16/12/2024;2025-01-15;6845,52;Paga;NAO;NAO;NAO;0
50830;GERAL;;12/2024;16/12/2024;2025-01-15;11207,02;Paga;NAO;NAO;NAO;0
50827;GERAL;;12/2024;16/12/2024;2025-01-15;114100,00;Paga;NAO;NAO;NAO;0
50826;GERAL;;12/2024;16/12/2024;2025-01-15;82298,68;Paga;NAO;NAO;NAO;0
50825;GERAL;;12/2024;16/12/2024;2025-01-15;9381,68;Paga;NAO;NAO;NAO;0
50901;GERAL;;12/2024;19/12/2024;2025-01-18;146012,35;Paga;NAO;NAO;NAO;0
51818;GERAL;;01/2025;27/01/2025;2025-02-26;121,96;Paga;NAO;NAO;NAO;0
51817;GERAL;;01/2025;27/01/2025;2025-02-26;35990,46;Paga;NAO;NAO;NAO;0
51851;GERAL;;01/2025;29/01/2025;2025-02-28;146012,35;Paga;NAO;NAO;NAO;0
51847;GERAL;;01/2025;29/01/2025;2025-02-28;141513,53;Paga;NAO;NAO;NAO;0
51850;GERAL;;01/2025;29/01/2025;2025-02-28;86148,00;Paga;NAO;NAO;NAO;0
51848;GERAL;;01/2025;29/01/2025;2025-02-28;30119,83;Paga;NAO;NAO;NAO;0
51849;GERAL;;01/2025;29/01/2025;2025-02-28;35663,84;Paga;NAO;NAO;NAO;0
51942;GERAL;;01/2025;31/01/2025;2025-03-02;11207,02;Paga;NAO;NAO;NAO;0
51939;GERAL;;01/2025;31/01/2025;2025-03-02;9381,68;Paga;NAO;NAO;NAO;0
51941;GERAL;;01/2025;31/01/2025;2025-03-02;20888,40;Paga;NAO;NAO;NAO;0
51938;GERAL;;01/2025;31/01/2025;2025-03-02;130447,65;Paga;NAO;NAO;NAO;0
51940;GERAL;;01/2025;31/01/2025;2025-03-02;8842,13;Paga;NAO;NAO;NAO;0
51943;GERAL;;01/2025;31/01/2025;2025-03-02;114100,00;Paga;NAO;NAO;NAO;0
52583;GERAL;;02/2025;24/02/2025;2025-03-26;146012,35;Paga;NAO;NAO;NAO;0
52640;GERAL;;02/2025;26/02/2025;2025-03-28;86148,00;Cancelada;NAO;NAO;NAO;0
52776;GERAL;;02/2025;26/02/2025;2025-03-28;86036,00;Paga;NAO;NAO;NAO;0
52638;GERAL;;02/2025;26/02/2025;2025-03-28;121,96;Paga;NAO;NAO;NAO;0
52639;GERAL;;02/2025;26/02/2025;2025-03-28;27802,92;Paga;NAO;NAO;NAO;0
52777;GERAL;;02/2025;26/02/2025;2025-03-28;29958,03;Paga;NAO;NAO;NAO;0
52642;GERAL;;02/2025;26/02/2025;2025-03-28;139385,48;Cancelada;NAO;NAO;NAO;0
52637;GERAL;;02/2025;26/02/2025;2025-03-28;35990,46;Paga;NAO;NAO;NAO;0
52778;GERAL;;02/2025;26/02/2025;2025-03-28;139386,27;Paga;NAO;NAO;NAO;0
52641;GERAL;;02/2025;26/02/2025;2025-03-28;32453,69;Cancelada;NAO;NAO;NAO;0
52712;GERAL;;02/2025;28/02/2025;2025-03-30;31928,65;Paga;NAO;NAO;NAO;0
52716;GERAL;;02/2025;28/02/2025;2025-03-30;20888,40;Paga;NAO;NAO;NAO;0
52714;GERAL;;02/2025;28/02/2025;2025-03-30;9381,68;Paga;NAO;NAO;NAO;0
52715;GERAL;;02/2025;28/02/2025;2025-03-30;122175,36;Paga;NAO;NAO;NAO;0
52717;GERAL;;02/2025;28/02/2025;2025-03-30;11207,02;Paga;NAO;NAO;NAO;0
52713;GERAL;;02/2025;28/02/2025;2025-03-30;114100,00;Paga;NAO;NAO;NAO;0
53358;GERAL;;03/2025;25/03/2025;2025-04-24;121,96;Paga;NAO;NAO;NAO;0
53359;GERAL;;03/2025;25/03/2025;2025-04-24;35990,46;Paga;NAO;NAO;NAO;0
53361;GERAL;;03/2025;25/03/2025;2025-04-24;139386,27;Paga;NAO;NAO;NAO;0
53362;GERAL;;03/2025;25/03/2025;2025-04-24;86036,00;Paga;NAO;NAO;NAO;0
53363;GERAL;;03/2025;25/03/2025;2025-04-24;29958,03;Paga;NAO;NAO;NAO;0
53360;GERAL;;03/2025;25/03/2025;2025-04-24;27802,92;Paga;NAO;NAO;NAO;0
53412;GERAL;;03/2025;26/03/2025;2025-04-25;146012,35;Paga;NAO;NAO;NAO;0
53506;GERAL;;03/2025;28/03/2025;2025-04-27;114100,00;Paga;NAO;NAO;NAO;0
53505;GERAL;;03/2025;28/03/2025;2025-04-27;114539,40;Paga;NAO;NAO;NAO;0
53508;GERAL;;03/2025;28/03/2025;2025-04-27;11207,02;Paga;NAO;NAO;NAO;0
53504;GERAL;;03/2025;28/03/2025;2025-04-27;22818,40;Paga;NAO;NAO;NAO;0
53507;GERAL;;03/2025;28/03/2025;2025-04-27;20888,40;Paga;NAO;NAO;NAO;0
53503;GERAL;;03/2025;28/03/2025;2025-04-27;9381,68;Paga;NAO;NAO;NAO;0
54130;GERAL;;04/2025;25/04/2025;2025-05-25;27802,92;Paga;NAO;NAO;NAO;0
54129;GERAL;;04/2025;25/04/2025;2025-05-25;139386,27;Paga;NAO;NAO;NAO;0
54126;GERAL;;04/2025;25/04/2025;2025-05-25;35990,46;Paga;NAO;NAO;NAO;0
54128;GERAL;;04/2025;25/04/2025;2025-05-25;29958,03;Paga;NAO;NAO;NAO;0
54127;GERAL;;04/2025;25/04/2025;2025-05-25;121,96;Paga;NAO;NAO;NAO;0
54131;GERAL;;04/2025;25/04/2025;2025-05-25;86036,00;Paga;NAO;NAO;NAO;0
54205;GERAL;;04/2025;28/04/2025;2025-05-28;11207,02;Paga;NAO;NAO;NAO;0
54203;GERAL;;04/2025;28/04/2025;2025-05-28;114751,51;Paga;NAO;NAO;NAO;0
54200;GERAL;;04/2025;28/04/2025;2025-05-28;114100,00;Paga;NAO;NAO;NAO;0
54202;GERAL;;04/2025;28/04/2025;2025-05-28;20888,40;Paga;NAO;NAO;NAO;0
54201;GERAL;;04/2025;28/04/2025;2025-05-28;9381,68;Paga;NAO;NAO;NAO;0
54204;GERAL;;04/2025;28/04/2025;2025-05-28;22818,40;Paga;NAO;NAO;NAO;0
54193;GERAL;;04/2025;28/04/2025;2025-05-28;146012,35;Paga;NAO;NAO;NAO;0
54938;GERAL;;05/2025;26/05/2025;2025-06-25;27802,92;Paga;NAO;NAO;NAO;0
54936;GERAL;;05/2025;26/05/2025;2025-06-25;86036,00;Paga;NAO;NAO;NAO;0
54933;GERAL;;05/2025;26/05/2025;2025-06-25;121,96;Paga;NAO;NAO;NAO;0
54935;GERAL;;05/2025;26/05/2025;2025-06-25;147898,47;Paga;NAO;NAO;NAO;0
54934;GERAL;;05/2025;26/05/2025;2025-06-25;35990,46;Paga;NAO;NAO;NAO;0
54937;GERAL;;05/2025;26/05/2025;2025-06-25;29958,03;Paga;NAO;NAO;NAO;0
54987;GERAL;;05/2025;27/05/2025;2025-06-26;113903,07;Paga;NAO;NAO;NAO;0
54985;GERAL;;05/2025;27/05/2025;2025-06-26;20888,40;Paga;NAO;NAO;NAO;0
54988;GERAL;;05/2025;27/05/2025;2025-06-26;11207,02;Paga;NAO;NAO;NAO;0
54990;GERAL;;05/2025;27/05/2025;2025-06-26;114100,00;Paga;NAO;NAO;NAO;0
54983;GERAL;;05/2025;27/05/2025;2025-06-26;146012,35;Paga;NAO;NAO;NAO;0
54986;GERAL;;05/2025;27/05/2025;2025-06-26;22721,42;Paga;NAO;NAO;NAO;0
54989;GERAL;;05/2025;27/05/2025;2025-06-26;9381,68;Paga;NAO;NAO;NAO;0
55677;GERAL;;06/2025;25/06/2025;2025-07-25;121,96;Paga;NAO;NAO;NAO;0
55676;GERAL;;06/2025;25/06/2025;2025-07-25;35990,46;Paga;NAO;NAO;NAO;0
55679;GERAL;;06/2025;25/06/2025;2025-07-25;147898,47;Paga;NAO;NAO;NAO;0
55680;GERAL;;06/2025;25/06/2025;2025-07-25;86036,00;Paga;NAO;NAO;NAO;0
55695;GERAL;;06/2025;25/06/2025;2025-07-25;146012,35;Paga;NAO;NAO;NAO;0
55681;GERAL;;06/2025;25/06/2025;2025-07-25;27802,92;Paga;NAO;NAO;NAO;0
55678;GERAL;;06/2025;25/06/2025;2025-07-25;29958,03;Paga;NAO;NAO;NAO;0
55738;GERAL;;06/2025;26/06/2025;2025-07-26;49633,50;Cancelada;NAO;NAO;NAO;0
55936;GERAL;;06/2025;11/07/2025;2025-08-10;90949,39;Paga;NAO;NAO;NAO;0
55937;GERAL;;06/2025;11/07/2025;2025-08-10;51258,50;Paga;NAO;NAO;NAO;0
55938;GERAL;;06/2025;11/07/2025;2025-08-10;69550,49;Paga;NAO;NAO;NAO;0
55935;GERAL;;06/2025;11/07/2025;2025-08-10;67024,64;Paga;NAO;NAO;NAO;0
56474;GERAL;;07/2025;25/07/2025;2025-08-24;147898,47;Paga;NAO;NAO;NAO;0
56471;GERAL;;07/2025;25/07/2025;2025-08-24;29958,03;Paga;NAO;NAO;NAO;0
56470;GERAL;;07/2025;25/07/2025;2025-08-24;35990,46;Paga;NAO;NAO;NAO;0
56472;GERAL;;07/2025;25/07/2025;2025-08-24;86036,00;Paga;NAO;NAO;NAO;0
56473;GERAL;;07/2025;25/07/2025;2025-08-24;27802,92;Paga;NAO;NAO;NAO;0
56469;GERAL;;07/2025;25/07/2025;2025-08-24;121,96;Paga;NAO;NAO;NAO;0
56507;GERAL;;07/2025;28/07/2025;2025-08-27;146012,35;Paga;NAO;NAO;NAO;0
57249;GERAL;;08/2025;25/08/2025;2025-09-24;42644,00;Paga;NAO;NAO;NAO;0
57239;GERAL;;08/2025;25/08/2025;2025-09-24;20586,15;Paga;NAO;NAO;NAO;0
57241;GERAL;;08/2025;25/08/2025;2025-09-24;19105,26;Paga;NAO;NAO;NAO;0
57252;GERAL;;08/2025;25/08/2025;2025-09-24;20888,40;Paga;NAO;NAO;NAO;0
57248;GERAL;;08/2025;25/08/2025;2025-09-24;114100,00;Paga;NAO;NAO;NAO;0
57240;GERAL;;08/2025;25/08/2025;2025-09-24;42157,89;Paga;NAO;NAO;NAO;0
57238;GERAL;;08/2025;25/08/2025;2025-09-24;101630,72;Paga;NAO;NAO;NAO;0
57253;GERAL;;08/2025;25/08/2025;2025-09-24;158234,06;Paga;NAO;NAO;NAO;0
57251;GERAL;;08/2025;25/08/2025;2025-09-24;185399,50;Paga;NAO;NAO;NAO;0
57250;GERAL;;08/2025;25/08/2025;2025-09-24;11207,02;Paga;NAO;NAO;NAO;0
57276;GERAL;;08/2025;26/08/2025;2025-09-25;146012,35;Paga;NAO;NAO;NAO;0
58059;GERAL;;09/2025;25/09/2025;2025-10-25;146012,35;Paga;NAO;NAO;NAO;0
58815;GERAL;;10/2025;23/10/2025;2025-11-22;146012,35;Paga;NAO;NAO;NAO;0
58872;GERAL;;10/2025;29/10/2025;2025-11-28;68299,42;Paga;NAO;NAO;NAO;0
58871;GERAL;;10/2025;29/10/2025;2025-11-28;121,96;Paga;NAO;NAO;NAO;0
58877;GERAL;;10/2025;29/10/2025;2025-11-28;114100,00;Paga;NAO;NAO;NAO;0
58870;GERAL;;10/2025;29/10/2025;2025-11-28;35990,46;Paga;NAO;NAO;NAO;0
58875;GERAL;;10/2025;29/10/2025;2025-11-28;4477,62;Paga;NAO;NAO;NAO;0
58876;GERAL;;10/2025;29/10/2025;2025-11-28;32481,99;Paga;NAO;NAO;NAO;0
58873;GERAL;;10/2025;29/10/2025;2025-11-28;11207,02;Paga;NAO;NAO;NAO;0
58874;GERAL;;10/2025;29/10/2025;2025-11-28;20888,40;Paga;NAO;NAO;NAO;0
59571;GERAL;;11/2025;25/11/2025;2025-12-25;32504,44;Paga;NAO;NAO;NAO;0
59568;GERAL;;11/2025;25/11/2025;2025-12-25;30166,20;Paga;NAO;NAO;NAO;0
59661;GERAL;;11/2025;25/11/2025;2025-12-25;35653,75;Paga;NAO;NAO;NAO;0
59564;GERAL;;11/2025;25/11/2025;2025-12-25;35990,46;Paga;NAO;NAO;NAO;0
59655;GERAL;;11/2025;25/11/2025;2025-12-25;146012,35;Paga;NAO;NAO;NAO;0
59658;GERAL;;11/2025;25/11/2025;2025-12-25;91154,27;Paga;NAO;NAO;NAO;0
59659;GERAL;;11/2025;25/11/2025;2025-12-25;4477,62;Paga;NAO;NAO;NAO;0
59657;GERAL;;11/2025;25/11/2025;2025-12-25;11207,02;Paga;NAO;NAO;NAO;0
59662;GERAL;;11/2025;25/11/2025;2025-12-25;20888,40;Paga;NAO;NAO;NAO;0
59566;GERAL;;11/2025;25/11/2025;2025-12-25;160469,55;Paga;NAO;NAO;NAO;0
59660;GERAL;;11/2025;25/11/2025;2025-12-25;114100,00;Paga;NAO;NAO;NAO;0
59567;GERAL;;11/2025;25/11/2025;2025-12-25;66565,09;Paga;NAO;NAO;NAO;0
59565;GERAL;;11/2025;25/11/2025;2025-12-25;121,96;Paga;NAO;NAO;NAO;0
59933;GERAL;;12/2025;02/12/2025;2026-01-01;32504,44;Paga;NAO;NAO;NAO;0
59935;GERAL;;12/2025;02/12/2025;2026-01-01;66565,09;Paga;NAO;NAO;NAO;0
59934;GERAL;;12/2025;02/12/2025;2026-01-01;30166,20;Paga;NAO;NAO;NAO;0
59932;GERAL;;12/2025;02/12/2025;2026-01-01;160469,55;Paga;NAO;NAO;NAO;0
60237;GERAL;;12/2025;19/12/2025;2026-01-18;146012,35;Paga;NAO;NAO;NAO;0
60303;GERAL;;12/2025;22/12/2025;2026-01-21;114100,00;Paga;NAO;NAO;NAO;0
60302;GERAL;;12/2025;22/12/2025;2026-01-21;35653,75;Paga;NAO;NAO;NAO;0
60304;GERAL;;12/2025;22/12/2025;2026-01-21;73040,08;Paga;NAO;NAO;NAO;0
60305;GERAL;;12/2025;22/12/2025;2026-01-21;4477,62;Paga;NAO;NAO;NAO;0
60306;GERAL;;12/2025;22/12/2025;2026-01-21;11207,02;Paga;NAO;NAO;NAO;0
60308;GERAL;;12/2025;22/12/2025;2026-01-21;20888,40;Paga;NAO;NAO;NAO;0
609;GERAL;;01/2026;29/01/2026;2026-02-28;114100,00;Paga;NAO;NAO;NAO;0
498;GERAL;;01/2026;29/01/2026;2026-02-28;35990,46;Paga;NAO;NAO;NAO;0
613;GERAL;;01/2026;29/01/2026;2026-02-28;146012,35;Paga;NAO;NAO;NAO;0
610;GERAL;;01/2026;29/01/2026;2026-02-28;20888,40;Paga;NAO;NAO;NAO;0
607;GERAL;;01/2026;29/01/2026;2026-02-28;86492,09;Paga;NAO;NAO;NAO;0
608;GERAL;;01/2026;29/01/2026;2026-02-28;49236,40;Paga;NAO;NAO;NAO;0
612;GERAL;;01/2026;29/01/2026;2026-02-28;4477,62;Paga;NAO;NAO;NAO;0
502;GERAL;;01/2026;29/01/2026;2026-02-28;30166,20;Paga;NAO;NAO;NAO;0
611;GERAL;;01/2026;29/01/2026;2026-02-28;11207,02;Paga;NAO;NAO;NAO;0
499;GERAL;;01/2026;29/01/2026;2026-02-28;121,96;Paga;NAO;NAO;NAO;0
501;GERAL;;01/2026;29/01/2026;2026-02-28;66565,09;Paga;NAO;NAO;NAO;0
503;GERAL;;01/2026;29/01/2026;2026-02-28;32504,44;Paga;NAO;NAO;NAO;0
500;GERAL;;01/2026;29/01/2026;2026-02-28;160469,55;Paga;NAO;NAO;NAO;0
